Quality	#1 ID	#2 ID	#1 String	#2 String
1	938	938	أثناء سحب القرار، مع ذلك، أعبر عن القناعة أن هذا البرلمان قد كان يمكن أن يجعل صوته مسموعا أكثر إذا، تحسبا لمجلس نيس، كان قد كرس قرار محددا و مفصلا لهذه المواضيع المهمة و الصعبة للمؤتمر الحكومي الدولي بدل التعامل معهم في قرار واحد يتضمن كل النقاط الأخرى على جدول أعمال المجلس.	من خلال سحب قرارنا، أنا، مع ذلك، مقتنع أن البرلمان كان يمكن أن يفعل أكثر ليكرس صوته، نظرا لمجلس نيس، قرار معينا منفصلا و المواضيع الهامة للغاية و الصعبة إذا كان المؤتمر الحكومي الدولي بدلا من معاملتهم داخل إطار قرار واحد يشمل كذلك كل النقاط الأخرى على جدول الأعمال للمجلس.
1	939	939	لابد أني قد أعجبت بتقرير مدققي الحسابات بأنه قد كان أكثر قليلا سهل الاستعمال و لتقديم عدد من التوصيات الواضحة على سبيل المثال واحد أو إثنان لكل فصل.	كنت قد أعجب أيضا بتقرير مدقق الحسابات كان قليلا سهل الإستعمال و أنه قد قدّمت بعض التوصيات الواضحة – على سبيل المثال، واحد أو توصيتان لكل فصل.
1	940	940	لقد لم يتم إدانة سلوفاكيا إلى القسم الثاني و من المنطقي انها يجب أن ترغب في الانضمام معا إلى جمهورية التشيك.	سلوفاكيا لم يحكم عليها بالبقاء في مجموعة الثانية و إنه لمنطقي أنها تتمنى الانضمام للاتحاد في نفس الوقت مثل جمهورية التشيك.
1	941	941	نرحب بالتدابير المقترحة في هذا الصدد من قبل اللجنة التحضيرية و المعتمدة من قبل اللجنة العامة بخصوص ٳجراءات التسجيل للمنظمات الغير حكومية للمشاركة في العملية التحضيرية و الدورة الاستثنائية في سبتمبر 2001.	نرحب بالتحضيرات المقترحة في هذا الصدد من قبل اللجنة التحضيرية و المقررة من قبل الجمعية العامة فيما يتعلق بطريقة اعتماد المنظمات الغير حكومية في العملية التحضيرية و الدورة الاستثنائية في سبتمبر 2001.
1	942	942	هذه منطقة غامضة، و من الممكن أن تحضيرات أكثر تعقيدا يمكن أن تبقى قيد العمل، و هذه نقطة واحدة بشأنها تتعلق التعديلات التي كنا قد جدولناها.	إنه من غير الواضح فيما يخص هذه النقطة، و إنه من المستحيل أن يستطيع أن تبقي قيد العمل تدابير أكثر تعقيدا، خاصة فيما يتعلق بهذه النقطة من التعديلات التي جدولناها.
1	943	943	السيد غيسوت، السفن اليونانية قد غرقت بدون ٳنذار عندما كان هناك لا عواصف في المناطق المجاورة.	السفن اليونانية تم ٳغراقها، بدون أي عاصفة حولها، السيد غيسوت.
1	944	944	للأسف ٳن آخر هدف لدستور أوروبي سوف يكون العكس تمام و بالتالي لن نستطيع طبعا التصويت له .	للأسف إنّ الهدف النهائي لدستور أوروبي سوف يكون معاكسا و من الواضح أننا لا نستطيع أن ندعمه.
1	945	945	إنه هذا النوع من المستقبل الذي أودّ أيضا أن أراه في دول أخرى داخل الاتحاد الأوروبي.	هذا تطور من هذا النوع الذي أتمناه للدول الأعضاء الأخرى في الِاتحاد الأروبي.
1	946	946	لجنة الشؤون القانونية و السوق الداخلية حاليا تصرّ على أنّ لا حد أعلى و لا أدنى من ما لا يقل عن 7 % .	من الحق القول أن لجنة الشؤون القانونية مستمرة في رفض الحد الأعلى و المحافظة عل معدل أدنى و الذي لا يمكن أن يكون أقل من 7 %.
1	947	947	يجب أن يكون هنالك بصدق مركز لتنسيق شبكة الوكالات الوطنية التي بدورها يجب أن تحرك و تنسق شبكة من مراكز الإمتياز للسلامة الغذائية على مستوى كل منطقة على حدة .	يجب أن يكون هناك شبكة ذكية للتنسيق بين الوكالات الوطنية، و التي بدورها يجب أن تحرك و تنسق شبكة من مراكز اِمتياز للسلامة الغذائية على المستوى المحلي.
1	948	948	ٳنه سوف يحاكم في الثامن من جانفي بتهمة حضور اِجتماع للمعارضة التونسية في فرنسا ، الأمر الذي نفاه.	إنها نمضي في محاكمة في 8 جانفي من العام المقبل وقع اتهامها بالمشاركة في اجتماع للمعارضين التونسيين في فرنسا، و بالفعل أنكرته.
1	949	949	وضع العلامات على لحوم البقر الّذي تمّ إقراره، الّذي هوّ الحد الأدنى ووضع العلامات الّذي سرى مفعوله لشهرين ونصف لا يتعقّب مصدر الحيوانات بشكل صحيح ولقد حضرنا مؤخّرا قليلا المواد الخطيرة المحدّدة.	وضع العلامات على لحوم البقر الذي تم تقريره، و الذي شكل الحد الأدنى لوضع العلامات و الذي بدأ سريانه فقط منذ شهرين و نصف، لا يجعل من الممكن العودة بشكل مناسب إلى مصدر الحيوانات و منعنا بشكل متأخر غير مقبول المواد الخطرة المحددة.
1	950	950	أشدد على هذه النقطة لأن السوق لا يمكن أن ينظم كل شيء و لهذا السبب المنافسة ليست غير مقيدة تماما و لا ينبغ لها أن تكون.	أشدد على هذه النقطة لأن السوق يستطيع أن يجد حلا لكل شيء و، بهذا المعني، لا يمكن أن يكون هناك أي منافسة بدون حدود.
1	951	951	بدون شك، كان من الأفضل ألا يكون هنالك اِتفاق على الإطلاق بدلا من الِاتفاق الهزيل و صحيح في هذه الحالة، أن المقترح الأمريكي هو اِقتراح من الدرجة الثالثة، و هو الذي كان غير مقبول تماما بالنسبة لأوروبا.	من دون شك، كان من الأفضل ألاّ يكون هناك اتفاق على هذا السيء و، في هذه الحالة، المقرح الأمريكي كان اقتراح مع التنازل، الذي كان غير مقبول تماما من قبل أوروبا.
1	952	952	مما يثلج الصدر أنّ البرلمان الأوروبي قد نجح في إنتاج أغلبيّة كبيرة مؤيّدة لمزيد من الإنفتاح.	يجب أن نرحب بحقيقة أنّ هذا المجلس قد تمكّن من أن يجمع أغلبية كبيرة مؤيدة لمقدار أكبر من الشفافية.
1	953	953	على العكس من ذلك، تأثير الديمقراطيات الوطنية يجري تقليصه أكثر فأكثر بسبب مزيد قيود حق النقض و حقيقة أن البرلمان الأوروبي قد و مازال يعطي أكثر سلطة.	على العكس، قوة الديمقراطيات الوطنية تقلصت طمعا في الحد المتزايد في حق النقض (الفيتو) و في اعطاء أكثر قوة من ذي قبل في برلمان الاتحاد الأوروبي.
1	954	954	قد سمعنا أنّ رئاسة المجلس السابقة أوّلا هيكلت ثمّ ألغت وزارة المساواة.	قد سمعنا أن الرئاسة السابقة أعيدت أول هيكلة يمكن فككت وزارة تكافؤ الفرص.
1	955	955	عندما نواجه بخطر محتمل، من الضروري تطبيق المبدأ الوقائي.	عندما نواجه بخطر محتمل، من الضروري تطبيق المبدأ الوقائي.
1	956	956	نرحب بالترتيبات المقترحة في هذا الصدد من قبل اللجنة التحضيرية و المعتمدة من قبل الجمعية العامة بشأن إجراءات تسجيل المنظمات الغير حكومية للتسجيل في العملية التحضيرية و الدورة الإستثنائية في سبتمبر 2001.	نرحب بالأحكام المقترحة في هذا الصدد من قبل اللجنة التحضيرية و المقررة من قبل الجمعية العامة فيما يتعلق بطريقة إعتماد المنظمات الغير حكومية و عملية الإعداد و الدورة الإستثنائية في سبتمبر 2001.
1	957	957	عندما نواجه بخطر محتمل، من المهم تطبيق مبادئ وقائية.	عندما نواجه بخطر محتل، من المهم أنّ نطيق مبادئ وقائية.
1	958	958	هذه الأهداف، الهدف المهمّ منها والثانويّة، سوف تكون المعيار الّذي يحكم من خلاله على المقترحات الملموسة الّتي قدّمتها اللّجنة.	هذه الأهداف، هدف من الأهداف الأولية و الثانوية، حجر الزاوية للسماح لنا بأن نحكم على المقترحات الملموسة من قبل اللجنة.
1	959	959	حول الوضع في بورما.	حول الوضع في بورما.
1	960	960	أثناء سحب القرار، مع ذلك، أعبر عن القناعة أن هذا البرلمان قد كان يمكن أن يجعل صوته مسموعا أكثر إذا، تحسبا لمجلس نيس، كان قد كرس قرار محددا و مفصلا لهذه المواضيع المهمة و الصعبة للمؤتمر الحكومي الدولي بدل التعامل معهم في قرار واحد يتضمن كل النقاط الأخرى على جدول أعمال المجلس.	مع سحب قرارنا، أعبر، مع ذلك عن القناعة أن برلماننا كان قد كان يستطيع أن يفعل ما هو أفضل ليسمع صوته أ ثناء تكرسه، لمجلس نيس، قرار محددا و مفصلا للمواضيع المهمة جدا و الصعبة جدا للمؤتمر الحكومي الدولي بدل أن تتعامل معهم في إطار قرار واحد فقط كذلك تتضمن كل النقاط الأخرى على جدول أعمال المجلس.
1	961	961	التحرك مطلوب بسرعة، لذلك قررنا أن ندرج هذه المادة على جدول الأعمال.	هناك حاجة ملحّة و لهذا السبب قد قرّرنا وضع هذا على جدول الأعمال.
1	962	962	هذا ما قمنا به: لقد تجنبنا أزمة في الميزانيّة بالعودة إلى المادة 272ّ؛ وجهة النظر الماليّة ثم الحفاظ عليها حتى لو كنا قد استخدمنا آداة المرونة.	هذا ما قمنا به: لقد تجنبنا أزمة في الميزانيّة بالعودة إلى المادة 272ّ؛ وجهة النظر الماليّة ثم الحفاظ عليها حتى لو كنا قد استخدمنا آداة المرونة.
1	963	963	أود أن أحث الرئاسة الفرنسية على بذل قصارى جهدها لتجاوز هذا الِانقسام لأنه مدمر للغاية.	أناشد على جناح السرعة، الرئاسة الفرنسية أن تقوم بكل شئ في وسعها لرأب الصدع المدمر بصفة خاصّة.
1	964	964	يمكن للمرء بالفعل أن يرغب فيما هو أكثر و في التحسين، و لكن أعتقد بصراحة أننا قد قمنا ببداية جيدة.	نستطيع بالفعل أن نريدأكثر و ما هو أفضل و لكن أعتقد أنها بداية جيدة.
1	965	965	لابد أني قد أعجبت بتقرير مدققي الحسابات بأنه قد كان أكثر قليلا سهل الاستعمال و لتقديم عدد من التوصيات الواضحة على سبيل المثال واحد أو إثنان لكل فصل.	كنت قد أعجب أيضا برؤية تقرير ديوان المحاسبات أكثر قليلا سهل الاستعمال و إذ كان قد قدّم القليل من التوصيات الواضحة على سبيل المثال واحد أو توصيتان لكل فصل.
1	966	966	ثانيا، قول لا لفكرة الانفجار الكبير لدمج الدول المترشحة في نفس الوقت كمجموعة كبيرة، لأنّ ذلك يعمل ضدّ مبدأ أنّ كل بلد يجب أن يتم السماح له بالدخول وفق حيثياته الخاصة.	ثانيا، يجب أن نقول "لا" للمفهوم المتعارف عليه أنّ الانفجار الكبير و إنّ في نفس الوقت، مجموعة كبيرة من البلدان، لأنّ ذلك سوف يكون في تناقض مع مبدأ قبول ضم كل بلد وفق لحيثياته.
1	967	967	نظرا لهذا الوضع، هناك حاجة لا مفرّ منها لمشاركة أكبر و لفعالية أكبر في الكفاح ضد الفقر و التخلف.	و نظرا لهذه الحقائق، الحاجة إلى مشاركة أكبر و فاعلية أكبر في الكفاح ضدّ الفقر و التخلف هي أمر ضروري.
1	968	968	حزبي لديه تحفظات جدية حول قانون المجتمع المطبق على بيع السلع الاستهلاكية مقابل تطبيق مفهوم الاعتراف المتبادل بالمعايير.	حزبي لديه تحفظات جديّة بشأن القانون المجتمعي الذي يطبّق على بيع المنتجات الإستهلاكيّة مقابل تطبيق مفهوم الإعتراف المتبادل بالمعايير.
1	969	969	نظرا لهذا الوضع، هناك حاجة لا مفرّ منها لمشاركة أكبر و لفعالية أكبر في الكفاح ضد الفقر و التخلف.	أمام هذا الوضع، الحاجة إلى مشاركة أكبر و فعالية أكبر في الكفاح ضد الفقر و التخلف هي أمر ضروري.
1	970	970	لذلك أعتقد أنّ هذه المصالحة هيّ مستدامة ولكن إنّ هذه الحكومة الّتي وجدت بشجاعة فائقة حلا لقضيّة الجامعة وللعديد من القضايا، تحتاج إلى علامات واضحة لنجاحها ودعما قويا، وإلاّ فالسلام في جميع أنحاء المنطقة سوف يكون محلّ تهديد.	لهذا السبب أعتقد أيضا أن هذه المصالحة، يمكن أن تأخذ، و لكن، الحكومة التي وجدت بشجاعة فائقة حلا لقضية الجامعات و للعديد من المشاكل نحتاج إلى علامات واضحة و لدعم قوي و إلا فالسلام هدد في المنطقة جملة.
1	971	971	عندما يتم مواجهتنا بخطر محتمل، من الضروري تطبيق مبادئ احتياطية /احترازية/وقائية.	عندما يتم مواجهتنا بخطر محتمل، من المهم أن نضع حيز التطبيق مبدأ الحيطة.
1	972	972	قد سمعنا أن رئاسة المجلس السابقة أولا ٳعادة هيكلة ثم بعد ذلك ألغت وزارة المساواة.	قد سمعنا أن الرئاسة السابقة أولا ٳعادة هيكلة ثم فككت وزارة تكافئ الفرص.
1	973	973	(ES) السيد الرئيس، التوسيع أمر ضروري لبناء قارّة أوروبيّة قويّة وموحدّة.	(ES) السيد الرئيس، التوسيع أمر ضروري لبناء قارّة أوروبيّة قويّة وموحدّة.
1	974	974	إما أن نكون في النادي أو أن نكون خارجه، و إنّه مهم بصورة خاصة أن نقبل هذا.	إما أن نكون جزءا في النادي، أو أن لا نكون و يجب بالتالي أن نخضع لهذا القرار.
1	975	975	إنه حال أوضاع مشينة عندما نعتبر الإتحاد الأوروبي نفسه هو بطل الممارسات التجارية الحديثة.	إنها لوصمة عار عندما تضنّ أنّ الإتحاد الأوروبي ينشّئ بطلا للتحديث للحياة الاقتصادية.
1	976	976	هذا ما قد قمنا به، لقد تفادينا أزمة اقتصادية بالذهاب إلى المادة 272؛ المنظور المالي قد تمّ الحفاظ عليه، رغم أننا قد استعملنا أداة المرونة.	إنّه ما قمنا به، اجتنبنا أزمة في الميزانيّة عندما عدنا إلى المادة 272؛ المناظير المالية قد تم الحفاظ عليها، حتى لو استخدمنا أداة المرونة.
1	977	977	التصاريح يجب أن تُتْبع بخطوات ملموسة لتتعقّب و تجمّد و تغتنم و تصادر عائدات الجريمة.	التصاريح يجب أن تُتْبع بإجراءات ملموسة لتتعرف على و تجمّد و تغتنم منتجات الجريمة.
1	978	978	السيد الرئيس، سيداتي سادتي، يجب أن أقول بعض كلمات بخصوص القرار المشترك و الذي سوف يمرر بطبيعة الحال.	السيد الرئيس، سيداتي سادتي، أود أن أتكلم بخصوص القرار المشترك الذي من الواضح سوف نصوت بشأنه.
1	979	979	إنها مسألة على غاية من الأهمية القصوى و التي من العجيب جذبت القليل جدا من الاهتمام العام.	المهمة الأكثر إلحاحا، و التي هي مع ذلك، ليس لها اهتمام نابض من قبل العامة.
1	980	980	أدعو براغ للرد على هذه الإشارة، هذا التحدي، هذا النداء من أجل الحوار لمنح طلبنا و لضمان ،بمعية مجلسنا , أن هذا الإرث من الحقبة القومية يمكن أن يرسل ٳلى الماضي.	أدعو براغ لاغتنام هذه الفرصة، هذه الدعوة، هذا الطلب للحوار، أن يواصل البحث و أن يضمن أنه، بمعية هذا المجلس، هذه الآثار العصر القومي يمكن أن يتمّ التخلي عنها.
1	981	981	أخيرا و الأكثر ٳثارة للجدل، دعت اللجنة بقوة ٳلى اِستخدام ٳجراء المسار السريع لتطبيق هذا التشريع.	أخيرا، و هذا شيءٌ الأكثر مثيرا للجدل، اللجنة قد دعت بحدّة الى استخدام إجراء المسار السريع لتطبيق هذا التشريع.
1	982	982	هناك، بالطبع، حدث هام جدا، و هو أنّه قد تمّ إحراز بداية مع صنف رابع و بالنظر إلى كيف سنتعامل معها، و لكن هو من غير الواضح تماما الآن إذا ما كنّا قد نجحنا في إيجاد حل لهذا، جزئيا لأن المجلس يرفض أن يكون له مساهمة كافية في عمليّة التفكير المصاحبة.	هناك بالطبع، نقطة مهمة جدا هي حقيقة أننا بدأنا في صنف رابع، مع نهجها، و لكننا لا نعرف بعد جيدا إذا نجحنا في إيجاد حل للمشكل ليس أقلها لأنّ المجلس لا يرغب في المشاركة بما فيه الكفاية في التفكير العميق.
1	983	983	لذلك أعتقد أنّ هذه المصالحة هيّ مستدامة ولكن إنّ هذه الحكومة الّتي وجدت بشجاعة فائقة حلا لقضيّة الجامعة وللعديد من القضايا، تحتاج إلى علامات واضحة لنجاحها ودعما قويا، وإلاّ فالسلام في جميع أنحاء المنطقة سوف يكون محلّ تهديد.	لذلك أعتقد أيضا أنّ هذه المصالحة يمكن أن تصمد و لكنّ، الحكومة التي بشجاعة كبيرة وجدت حلا مع السؤال في الجامعات و للعديد من المشاكل الأخرى، تحتاج إلى علامات واضحة للنجاح، كذلك إلى دعم قوي، تحت عقوبة رؤية السلام مهددا ككل في المنطقة.
1	984	984	هذا أيضا موقف يوصي به المقرر و يشاركه فيه حزب الشعب الأوروبي.	هذا هو الموقف المدافع عنه من قبل المقرر و المشترك من قبل حزب الشعب الأوروبي.
1	985	985	الموافقة على محضر الجلسة السابقة.	الموافقة على محضر الجلسة السابقة.
1	986	986	البرلمان يقبل التعديل الشفوي.	البرلمان يقبل التعديل الشفوي.
1	987	987	ثالثا، قبول التوسيع و آفاقه الإيجابية على الدول على حدة و على الإتحاد الأوروبي ككل تعتمد أساسا- و الدنمارك أثبت هذا- على تفكيك العجز الاجتماعي و الديمقراطي للسياسة الأوروبية.	ثالثا، قبول التوسيع و آفاقه الإيجابية للدول المختلفة و الإتحاد الأوروبي جملة - مثال الدنمارك هو هناك ليبين ذلك لنا- القضاء على العجز الاجتماعي و الديمقراطي من أجل السياسة الأوروبية.
1	988	988	ذلك قد تمّ تغييره بسبب الٳنتقادات، خاصة من قبل إيرلندا و فرنسا، و تركيزٍ مختلفٍ قد تمّ تسليطه الآن عليه من قبل مستشار وزير الخزانة البريطاني: إنه الآن يتم تصويره كرسمٍ للمستخدم للجميع بما في ذلك سائقي الشاحنات البريطانيّة.	مواجها بالانتقادات، خاصة تلك في إيرلندا و فرنسا، مستشار وزير الخزانة البريطاني، قدم تفسير مختلفا: ٳنها الآن ضريبة على كل المستخدمين، بما في ذلك ساﺋقي العربات الثقيلة لنقل البضاﺋع البريطانيين.
1	989	989	( علّقت الجلسة على الساعة 14:06 و استأنفت على الساعة 15:00 )	( الاجتماع، المتوقف مع 14:06 تمّ أخذه مجددا على الساعة 15:00 )
1	990	990	سؤال رقم 6 عبر (H-0886/00 ):	سؤال رقم 6 عبر (H-0886/00 ):
0	991	991	معرفة اللغات الأجنبية مقبول كمطلب ضروري للتنقل.	من المتفق عليه أنّ معرفة اللغات الأجنبية هو شرط مسبق ضروري للتنقل.
0	992	992	كما ٳنني صوت ضد نص يدعو ٳلى ضم ميثاق الحقوق الأساسية في معاهدة نيس الأخيرة.	أنا أيضا صوتُ ضد نص يطلب ضم ميثاق الحقوق الأساسية في المعاهدة المستقبلية التي سوف يتم تبنيها في نيس.
1	993	993	ٳن الوضع الأسوء هو عندما يكون النساء المعنيات أيضا قادمات من بلدان بعيدة، أخذن العمل للخروج من اليأس لأنهنّ لا يملكن طريقة أخرى لمواصلة إعالة نفسهنّ.	الوضع يزداد سوءا، عندما يتعلّق الأمر بنساء بلدان بعيدة التي قبلت هذا العمل بحكم الضرورة و التي ليس لديها بديل لمواصلة سد احتياجاتها الأساسية.
1	994	994	المجلس الأوروبي سوف يناقش كذلك حالة التقدّم في مفاوضات الإنضمام وبالتالي التوسيع.	وأضاف أنّ المجلس الأوروبي سوف كذلك يناقش حالة التقدّم في مفاوضات الانضمام وبالتالي التوسيع.
1	995	995	ٳذا أردنا أن نساعد أندونيسيا يجب أن نتحرك الآن بالمال و الأفعال، و ليس بمجرد الكلمات.	إذا أردنا أن نساعد إندونيسيا، يجب أن نتدخّل الآن بالمال و النشاطات الملموسة، و ليس فقط بالكلمات.
1	996	996	مجلس أوروبا، كما هو الشأن باـنسبة لمحكمة حقوق الانسان، لديه ثروة من الخبرة في مثل هذه الأشكال من الرقابة و التي يمكننا أن نبني عليها.	تماما مثل محكمة حقوق الإنسان، مجلس أوروبا لديه تجربة قوية خاصة فيما يتعلق بهذه الأشكال من الرقابة . نستطيع أن ناخذها كأساس.
1	997	997	أخيرا، و في كلمة، الركن الرابع المكرس لتكافؤ الفرص يعزز طريقا متكاملا لتحقيق المساواة من خلال مراعاة المنظور الجنساني و من خلال مبادئ عامة توجيهية.	أخيرا، و في كلمة، الركن الرابع المكرس لتكافؤ الفرص يعزز طريقا متكاملا لتحقيق المساواة من خلال مراعاة المنظور الجنساني و مبادئ عامة توجيهية.
1	998	998	من خلال المناقشات الأولى حول هذا الملف، التي عقدت على المستوى الأوروبي بمبادرة من البرلمان الأوروبي، اللجنة قد قدمت التزاما للدول الأعضاء لمتتابعة مسارات ٳجراء يهدف إلى تطوير ما يمكن أن نسميه كفاءة الشرطة الأوروبية ترتكز على أعلى معايير الواجب، احترام حقوق و حريات مواطنينا و كفاءة الحرب ضدّ الجريمة.	من الأفكار الأولى بخصوص هذا الموضوع، و التي جرت على المستوى الأوروبي بمبادرة من البرلمان الأوروبي، اللجنة ملتزمة للدول الأعضاء بتعزيز عمل لتطوير ما يمكن أن نعتبره ثقافة شرطة أوروبية، مبنية على أعلى المعايير فيما يتعلّق بالمبادئ الأخلاقية ، احترام حقوق المواطنين و حريّاتهم و النجاعة في الكفاح ضد الجريمة.
1	999	999	العمل هو مطلوب بسرعة، لذلك قررنا أن ندرج هذا البند على جدول الأعمال.	هناك حاجة ملحّة و لهذا السبب قرّرنا وضع هذا على جدول الأعمال.
1	1000	1000	سيدي الرئيس، أود أن أركز في حديثي على تقرير السيدة لالميار و الذي أظن أن كلماته مختارة بوضوح و موضوعة جيدا مع بعضها.	السيد الرئيس، في خطابي يجب أن أركّز على تقرير السيدة لاليمياسار تقرير، الذي أعتقد أنه متبصر جيدا و مخطط بوضوح.
1	1001	1001	هذا هو كفاحنا الأولي من أجل ضمان أن إثبات الحقوق الأساسية تمّ وضعه حيز التنفيذ في قراراتنا السياسية.	إنها أولوية كفاحنا حتى يوضع إثبات الحقوق الأساسية حيز التنفيذ في خياراتنا السياسية.
1	1002	1002	ٳن هذا النوع من المستقبل الذي أود ان أراه في الدول الأخرى في الِاتحاد الأوروبي.	إنّه تطور من هذا النوع الذي أتمنّاه في الدول الأخرى في الإتحاد الأوروبي.
1	1003	1003	أولئك الذين يقفون جانبا ضد التعاون المعزز بالضبط قد تمّ و مازال إعطاؤهم نفس الحرية مثل ركاب المقعد الخلفي في سيارة.	أولئك الذين يرفضون التعاون المعزز يتمتعون بنفس حريّة التنقل التي الركاب المقعد الخلفي لسيارة.
1	1004	1004	حزبي لديه تحفظات جديّة بشأن القانون المجتمعي الذي يطبّق على بيع المنتجات الإستهلاكيّة مقابل تطبيق مفهوم الإعتراف المتبادل بالمعايير.	حزبي يعبّر عن تحفّظات حول تنظيم بيع السلع الاستهلاكية عن طريق تشريع المجتمعي، كما تقدم تحفّظات حول مفهوم الاعتراف المتبادل بالمعايير.
1	1005	1005	يجب أن يكون هنالك بصدق مركزا لتنسيق شبكة الوكالات الوطنية التي بدورها يجب أن تحرك و تنسق شبكة من مراكز اِمتياز للسلامة الغذائية على مستوى كل منطقة على حدة.	يجب أن يكون هناك شبكة ذكية للتنسيق بين الوكالات الوطنية، و التي بدورها، سوف يجب أن تحرك و تنسق شبكة من مراكز التمييز في السلامة الغذائية. على المستوى المحلي.
1	1006	1006	الموافقة على محضر الجلسة السابقة.	الموافقة على محضر الجلسة السابقة.
1	1007	1007	خطوة في الإتجاه الصحيح و التي كان الإتحاد الأوروبي يسعى ٳليها جاهدا لفترة طويلة الآن، هي ٳنشاء وحدة مؤقتة للتعاون القضائي.	 إنّ إنشاء وحدة للتعاون القضائي المؤقت هي خطوة في الاتجاه الصحيح, ليست التي البرلمان الأوروبي يهدف إليها منذ زمن بعيد.
1	1008	1008	لقد لم يتم إدانة سلوفاكيا إلى القسم الثاني و من المنطقي انها يجب أن ترغب في الانضمام معا إلى جمهورية التشيك.	ليس لسلوفاكيا أن تبقى في المجموعة الثانية و من المنطقي أنها تريد الانضمام إلى الإتحاد في نفس الوقت الذي جمهورية التشيك.
1	1009	1009	عندما نواجه بخطر محتمل، من المهم تطبيق مبادئ وقائية.	عندما نُواجَه بخطر محتمل، من المهم أن نضع حيّز التطبيق المبدأ الوقائي.
1	1010	1010	هذه حالة مخزية للأوضاع عندما نعتبر أنّ الإتحاد الأوروبي بذاته هو بطل تحديث الحياة الاقتصادية.	إنها لوصمة عار عندما نعتقد أنّ الإتحاد الأوروبي يقدّم نفسه كبطل تحديث الحياة الاقتصادية.
1	1011	1011	أعتقد أنّ فرنسا قد وضعت مثالا رائعا باتخاذها في النهاية هذه الخطوة.	أجد مثلا يحتذى به أنّ فرنسا سوف تصمم على أخذ هذه الخطوة.
1	1012	1012	سيدي الرئيس، لقد اتخذنا قدرا كبيرا من الرعاية خلال اعداد تقرير كارامانو في لجنة حريات و حقوق المواطنين، وزارة العدل و الداخلية.	سيدي الرئيس، لجنة الحريات و حقوق المواطنين، وزارة العدل و الداخلية قد أعدّت بقدر كبير من الرعاية تقرير كارامانو.
1	1013	1013	هذا أيضا موقف يوصي به المقرر و يشاركه فيه حزب الشعب الأوروبي.	ٳنه الموقف المدافع عنه من قبل المقرر و المشترك من قبل حزب الشعب الأوروبي.
1	1014	1014	(ES) السيد الرئيس، التوسيع أمر ضروري لبناء قارّة أوروبيّة قويّة وموحدّة.	(ES) السيد الرئيس، التوسيع أمر ضروري لبناء قارّة أوروبيّة قويّة وموحدّة.
1	1015	1015	نظرا لهذا الوضع، هناك حاجة لا مفرّ منها لمشاركة أكبر و لفعالية أكبر في الكفاح ضد الفقر و التخلف.	في ضوء هذه الحقائق، الحاجة إلى مشاركة أكبر و فاعليّة أكبر في الكفاح ضد الفقر و التخلّف هي أمر ضروري.
1	1016	1016	على سبيل الِاستعجال ٳذا، ٳن تكملة مفوضي المجموعة المشتركة التابعة لأمانة اللجنة يجب أن تقوى في أقرب فرصة ممكنة حتى تضمن أن كل الفصول المقترحة و التي هي عامة في نطاقها عندما يتم النظر فيها من قبل كلية المفوضين و على أساس المادة 299 (2) يجب أن تكون مبسطة من خلال ورقة تحدد آثارها الجانبية.	بالتالي أنه من العاجل أنّ القوى العاملة في مجموعة ما بين الإدارات أن يتمّ سريعا تعزيزها بتابع للأمانة العامة للجنة حتى يتسنى لجميع مقترحات القانون للنطاق العام أن يكون مصحوبا خلال معالجته من قبل الكلية على أساس المادة 299، الفقرة 2، لبيان تأثير مفصل.
1	1017	1017	هناك، بالطبع، حدث هام جدا، و هو أنّه قد تمّ إحراز بداية مع صنف رابع و بالنظر إلى كيف سنتعامل معها، و لكن هو من غير الواضح تماما الآن إذا ما كنّا قد نجحنا في إيجاد حل لهذا، جزئيا لأن المجلس يرفض أن يكون له مساهمة كافية في عمليّة التفكير المصاحبة.	هناك، بالطبع، نقطة مهمة هي حقيقة أننا قد بدأنا الخط العريض الرابع، مع نهجه و لكننا لا نعرف إلى الآن جيدا جدا إذا تمكننا من حل المشكلة، خاصة و أن المجلس لا يريد أن يساهم بما يكفي لتنمية الأفكار.
1	1018	1018	الرئاسة الفرنسيّة تشكركم، سيدتي الرئيسة، على هذا التعاون، على هذا الدّعم، وعلى حفاوة الإستقبال الّذي قدّمتموه لنا.	لهذا التعاون، لدعمكم و كذلك لاستقبالكم، سيدتي الرئيسة، السيدات و السادة للبرلمان الأوروبي، الرئاسة الفرنسية تشكركم.
1	1019	1019	أولا، تبسيط و توضيح المعاهدات.	أولا، تبسيط و توضيح المعاهدات.
1	1020	1020	يجب أن يكون هنالك بصدق مركز لتنسيق شبكة الوكالات الوطنية التي بدورها يجب أن تحرك و تنسق شبكة من مراكز الإمتياز للسلامة الغذائية على مستوى كل منطقة على حدة .	يجب أن يكون هنالك بصدق مركزا لتنسيق شبكة الوكالات الوطنية التي بدورها يجب أن تحرك و تنسق شبكة من مراكز اِمتياز للسلامة الغذائية على مستوى كل منطقة على حدة.
1	1021	1021	السيدغيسوت، قد غرقت السفن اليونانية بدون سابق ٳنذار عندما لم يكن هناك عواصف في المنطقة.	لقد غرقت السفن اليونانية، بدون هنالك وجود أصغر عاصفة في رقبتها الخشبية، السيد غيسوت.
